char,cj,wubi98,wubi86,sijiao,zhengma,terra,bopomofo,flypy,ms,zrm,sogou,abc,ziguang,moqi_aux,xh_aux,zrm_aux,lvl
𩘊,竹弓木中弓,wtjj,mtjj,,,la4,ㄌㄚˋ,la,la,la,la,la,la,fd,,fl,
𩘋,竹弓人弓大,wtjd,mtjd,,,hou4,ㄏㄡˋ,hz,hb,hb,hb,hb,hz,fu,,fh,
𩘍,卜山竹弓戈,ukqj,ukqj,,,yuan4,ㄩㄢˋ,yr,yr,yr,yr,yp,yl,wf,,fy,
𩘎,竹弓十口口,wtjk,mtjk,,,hong2,ㄏㄨㄥˊ,hs,hs,hs,hs,hs,hh,fk,,fg,
𩘏,竹弓心廿木,wtjs,mtjs,,,ye4,ㄧㄝˋ,ye,ye,ye,ye,ye,ye,fm,,fy|fm,
𩘑,竹弓廿中大,wtjd,mtjd,,,ying3|ying1,ㄧㄥˇ|ㄧㄥ,yk,y;,yy,y;,yy,y;,fy,,fy,
𩘒,十一竹弓戈,pgjj,pgjj,,,xuan3|juan1,ㄒㄩㄢˇ|ㄐㄩㄢ,xr|jr,xr|jr,xr|jr,xr|jr,xp|jp,xl|jl,bf,,fx|xf,
𩘓,竹弓卜尸木,wtjb,mtjb,,,you2,ㄧㄡˊ,yz,yb,yb,yb,yb,yz,fz,,fy|fz,
𩘘,竹弓竹日水,wtji,mtji,,,quan2,ㄑㄩㄢˊ,qr,qr,qr,qr,qp,ql,fu,,fq,
𩘜,竹弓戈中口,wtjk,mtjk,,,tang2,ㄊㄤˊ,th,th,th,th,th,ts,fk,,ft,
𩘝,竹弓十月火,wtji,mtji,,,suo3,ㄙㄨㄛˇ,so,so,so,so,so,so,fx,,fs,
𩘟,竹弓一田木,wtjs,mtjs,,,li4,ㄌㄧˋ,li,li,li,li,li,li,fm,,fl,
𩘠,弓弓竹弓戈,qjqj,qjqj,,,sou1,ㄙㄡ,sz,sb,sb,sb,sb,sz,xf,,fx,
𩘡,竹弓廿尸竹,wtjv,mtjv,,,li4,ㄌㄧˋ,li,li,li,li,li,li,fd,,fl,
𩘤,竹弓十田日,wtjj,mtjj,,,yu4,ㄩˋ,yu,yu,yu,yu,yu,yu,fo,,fc,
𩘧,竹弓竹竹戈,wtjf,mtjf,,,yi4,ㄧˋ,yi,yi,yi,yi,yi,yi,fc,,fu,
𩘭,竹弓廿竹土|竹弓廿手土,wtjg,mtjf,,,xiu1,ㄒㄧㄡ,xq,xq,xq,xq,xr,xj,fi,,fx,
𩘮,土大竹弓戈|手尸竹弓戈,gqtj,gqtj,,,ao2,ㄠˊ,ao,ok,ao,ok,ok,oq,ff,,fa|af,
𩘯,竹弓十戈戈,wtjf,mtjf,,,tuan2,ㄊㄨㄢˊ,tr,tr,tr,tr,tp,tl,fc,,fv,
𩘰,竹弓十人日,wtjj,mtjj,,,su4,ㄙㄨˋ,su,su,su,su,su,su,fb,,fs,
𩘱,竹弓卜戈十,wgjf|wtjf,mtjf,,,shuai4,ㄕㄨㄞˋ,uk,uy,uy,uy,vc,iy,fu,,fl,
𩘳,竹弓廿田日,wtjj,mtjj,,,yu4,ㄩˋ,yu,yu,yu,yu,yu,yu,fo,,fc,
𩘵,竹弓竹日火,wtjo,mtjo,,,feng1,ㄈㄥ,fg,fg,fg,fg,fg,ft,fn,,fn,
𩘹,竹弓中難,wtjj,mtjj,,,su4,ㄙㄨˋ,su,su,su,su,su,su,fp,,fs,
𩘺,竹弓中一金|重竹弓中一,wtjm,mtjm,,,tui2,ㄊㄨㄟˊ,tv,tv,tv,tv,tm,tn,fb,,fg,
𩘻,竹弓弓竹月,wtjk,mtjk,,,yu4,ㄩˋ,yu,yu,yu,yu,yu,yu,fk,,fj|fy,
𩘼,竹弓弓人廿,wtju,mtju,,,zheng1,ㄓㄥ,vg,vg,vg,vg,ag,ut,fb,,fd,
𩘽,火木竹弓戈,ipkj,ipkj,,,zheng1,ㄓㄥ,vg,vg,vg,vg,ag,ut,xf,,ft|tf,
𩘿,竹弓弓一口,wtjk,mtjk,,,tao2,ㄊㄠˊ,tc,tk,tk,tk,tk,tq,fk,,fi,
𩙄,弓廿竹弓戈,wgkj,wgkj,,,liu2,ㄌㄧㄡˊ,lq,lq,lq,lq,lr,lj,bf,,fd,
𩙆,竹弓火月木,wtjs,mtjs,,,cheng2,ㄔㄥˊ,ig,ig,ig,ig,eg,at,fm,,ft,
𩙇,竹弓弓中月,wtje,mtje,,,sui2,ㄙㄨㄟˊ,sv,sv,sv,sv,sm,sn,fo,,fs,
𩙈,竹弓口口木,wtjs,mtjs,,,sao1,ㄙㄠ,sc,sk,sk,sk,sk,sq,fm,,fc,
𩙏,土廿山水弓,fkuj,fkuj,,,gu3,ㄍㄨˇ,gu,gu,gu,gu,gu,gu,tf,,fy|jf,
𩙐,木弓中一戈|重木弓中一,sswj,ssmj,,,feng1,ㄈㄥ,fg,fg,fg,fg,fg,ft,mi,,fi,
𩙑,竹弓女女女,wtjn,mtjn,,,lie4,ㄌㄧㄝˋ,lp,lx,lx,lx,lx,ld,fv,,fl,
𩙒,戈火竹弓戈,oxxj,ynjj,,,piao1|piao4,ㄆㄧㄠ|ㄆㄧㄠˋ,pn,pc,pc,pc,pz,pb,lf,,fb|lf|fh,
𩙖,竹弓一竹一,wtjh,mtjh,,,li4,ㄌㄧˋ,li,li,li,li,li,li,fv,,fl,
𩙘,竹弓卜月心,wtjd,mtjd,,,long2,ㄌㄨㄥˊ,ls,ls,ls,ls,ls,lh,fl,,fl,
𩙙,竹弓卜心廿,wtjl,mtjl,,,chu1,ㄔㄨ,iu,iu,iu,iu,eu,au,fm,,fl,
𩙚,竹弓廿中難,wtjj,mtjj,,,xiao1,ㄒㄧㄠ,xn,xc,xc,xc,xz,xb,fp,,fx,
𩙛,竹弓廿田心,wtjx,mtjx,,,hong1,ㄏㄨㄥ,hs,hs,hs,hs,hs,hh,fb,,fh,
𩙜,火水竹弓戈,yooj,oyoj,,,xie4,ㄒㄧㄝˋ,xp,xx,xx,xx,xx,xd,hf,,fx|xf,
𩙝,尸十竹弓戈|重尸十竹弓,bbbj,bbbj,,,she4,ㄕㄜˋ,ue,ue,ue,ue,ve,ie,ef,,fn|nf,
𩙠,竹弓竹弓山,wtjx,mtjv,,,long2,ㄌㄨㄥˊ,ls,ls,ls,ls,ls,lh,fg,,fg,
𩙡,竹弓竹弓弓,wtjj,mtjj,,,hou1,ㄏㄡ,hz,hb,hb,hb,hb,hz,ff,,ff,
𩙢,竹戈廿人人,wtje,mtje,,,xuan2|shi1,ㄒㄩㄢˊ|ㄕ,xr|ui,xr|ui,xr|ui,xr|ui,xp|vi,xl|ii,fu,,fu,
𩙣,廿一竹弓山|廿一竹弓女|廿弓尸一山|廿弓尸一女,akkk,akkq,,,feng1,ㄈㄥ,fg,fg,fg,fg,fg,ft,ci,,fl,
𩙥,竹弓戈大水|重竹弓戈大,wrdy,mqdc,,,ba2,ㄅㄚˊ,ba,ba,ba,ba,ba,ba,,,,
𩙦,竹弓竹日,wrrd,mqrd,,,bo2,ㄅㄛˊ,bo,bo,bo,bo,bo,bo,,,,
𩙧,竹弓手大戈|重竹弓手大,wrdf,mqdf,,,tao2,ㄊㄠˊ,tc,tk,tk,tk,tk,tq,,,,
𩙨,竹弓中中中,wrvj,mqvj,,,su4,ㄙㄨˋ,su,su,su,su,su,su,,,,
𩙩,竹弓卜日十|重竹弓卜日,wrhj,mqhj,,,zhao4,ㄓㄠˋ,vc,vk,vk,vk,ak,uq,,,,
𩙪,竹弓火火|重竹弓火火,wroo,mqoo,,,biao1,ㄅㄧㄠ,bn,bc,bc,bc,bz,bb,,,,
𩙫,竹弓水戈戈|重竹弓水戈,wrcj,mqcj,,,sou1,ㄙㄡ,sz,sb,sb,sb,sb,sz,,,,
𩙬,竹弓中一人,wrkm,mqkm,,,tui2,ㄊㄨㄟˊ,tv,tv,tv,tv,tm,tn,,,,
𩙭,竹弓十月火,wrfi,mqfi,,,suo3,ㄙㄨㄛˇ,so,so,so,so,so,so,,,,
𩙮,竹弓卜口月,wryk,mqyk,,,xiao1,ㄒㄧㄠ,xn,xc,xc,xc,xz,xb,,,,
𩙯,竹弓廿中金|重竹弓廿中,wraw,mqaw,,,heng2,ㄏㄥˊ,hg,hg,hg,hg,hg,ht,,,,
𩙰,竹弓口口木|重竹弓口口,wrks,mqks,,,sao1,ㄙㄠ,sc,sk,sk,sk,sk,sq,,,,
𩙲,竹手弓人人,cnuh,trnu,,,fei1,ㄈㄟ,fw,fz,fz,fz,fq,fk,nf,,fn|nf,
𩙷,卜口月人,ymkh|ymku,ymku,,,niu4,ㄋㄧㄡˋ,nq,nq,nq,nq,nr,nj,wf,,fg|gf,
𩙸,戈心弓人人,cexh,cexu,,,mang3,ㄇㄤˇ,mh,mh,mh,mh,mh,ms,sf,,fn|nf,
𩙽,田女弓人人,lgkh,lgku,,,huan2|xuan1,ㄏㄨㄢˊ|ㄒㄩㄢ,hr|xr,hr|xr,hr|xr,hr|xr,hp|xp,hl|xl,sf,,fq|sf,
𩙾,竹火弓人人,qoqh,wvgu,,,zhi1,ㄓ,vi,vi,vi,vi,ai,ui,nf,,fn|nf,
𩚂,人戈山,wvnn,wyvn,,,yi4,ㄧˋ,yi,yi,yi,yi,yi,yi,uv,,ug,
𩚄,人戈水,wvcy,wyvc,,,yu4,ㄩˋ,yu,yu,yu,yu,yu,yu,uy,,uy,
𩚇,人戈日廿,wyva,wyva,,,yi2,ㄧˊ,yi,yi,yi,yi,yi,yi,rc,,uc,
𩚈,人戈心戈|人戈心一|人尸心戈|人尸心一|重人戈心一,wvqy,wyvy,,,yue1,ㄩㄝ,yt,yt,yt,yt,ym,yn,uu,,uu,
𩚉,人戈心木|重人戈心木,wvbn,wyvb,,,chi2,ㄔˊ,ii,ii,ii,ii,ei,ai,uy,,uy,
𩚕,人戈人戈弓,wvwn,wyvn,,,yin3|qiang1,ㄧㄣˇ|ㄑㄧㄤ,yb|ql,yn|qd,yn|qd,yn|qd,yc|qt,yy|qg,uv,,uj,
𩚖,人戈弓土,wvng,wyvf,,,niu4,ㄋㄧㄡˋ,nq,nq,nq,nq,nr,nj,ui,,ui,
𩚗,人戈月竹弓,wvpw,wyvm,,,rong3,ㄖㄨㄥˇ,rs,rs,rs,rs,rs,rh,uj,,ur,
𩚛,人戈人月,wvmw,wyvy,,,na4,ㄋㄚˋ,na,na,na,na,na,na,un,,un,
𩚣,人戈日,wvjg,wyvj,,,tian2,ㄊㄧㄢˊ,tm,tm,tm,tm,tw,tf,uo,,uo,
𩚥,人戈日山,wvcn,wyvc,,,ba1,ㄅㄚ,ba,ba,ba,ba,ba,ba,ub,,ub,
𩚪,人戈一一火,wvfi,wyvi,,,er3,ㄦˇ,er,or,er,or,or,oj,uu,,uu,
𩚫,人戈一卜一,wvgh,wyvh,,,zheng1,ㄓㄥ,vg,vg,vg,vg,ag,ut,uv,,uv,
𩚬,人戈竹尸弓|人戈戈尸弓,wvyn,wyvn,,,e4,ㄜˋ,ee,oe,ee,oe,oe,oe,uv,,uy,
𩚭,人戈人木戈,wvwf,wyvf,,,pou2,ㄆㄡˊ,pz,pb,pb,pb,pb,pz,uc,,uf,
𩚮,人戈竹戈人,wvtp,wyvp,,,ji1|ni4,ㄐㄧ|ㄋㄧˋ,ji|ni,ji|ni,ji|ni,ji|ni,ji|ni,ji|ni,uf,,uf,
𩚯,人戈尸心,wvnx,wyvx,,,ni2,ㄋㄧˊ,ni,ni,ni,ni,ni,ni,ub,,un,
𩚱,人戈月口,wvmk,wyvk,,,jiong3,ㄐㄩㄥˇ,js,js,js,js,js,jh,uk,,uh|uk,
𩚲,人戈田中,wvlh,wyvl,,,jia2,ㄐㄧㄚˊ,jx,jw,jw,jw,jd,jx,uj,,uj,
𩚵,人戈廿一,wvfg,wyvf,,,gan1,ㄍㄢ,gj,gj,gj,gj,gj,gr,ug,,ug,
𩚹,人戈人戈戈|人戈人一中,wvwc,wyvc,,,ling2,ㄌㄧㄥˊ,lk,l;,ly,l;,ly,l;,us,,ul,
𩚻,卜弓人戈女,hvwv,hvwe,,,zui4,ㄗㄨㄟˋ,zv,zv,zv,zv,zm,zn,vg,,uv|uj|vu,
𩚾,中心人戈女,uxwv,uxwe,,,bei4,ㄅㄟˋ,bw,bz,bz,bz,bq,bk,bg,,ub|bu,
𩛅,人戈人女,wvwv,wyvv,,,shu1,ㄕㄨ,uu,uu,uu,uu,vu,iu,un,,un,
𩛆,人戈人心木,wvtb,wyvb,,,yi3,ㄧˇ,yi,yi,yi,yi,yi,yi,uy,,ut|uy,
𩛇,人戈竹日,wvrg,wyvr,,,pai1,ㄆㄞ,pd,pl,pl,pl,pl,pp,ub,,ub,
𩛋,人戈女女山,wvvm,wyvm,,,nao3,ㄋㄠˇ,nc,nk,nk,nk,nk,nq,uu,,uu,
𩛌,人戈大女,wvdv,wyvv,,,shi4,ㄕˋ,ui,ui,ui,ui,vi,ii,un,,un,
𩛎,人戈山口,wvmk,wyvk,,,man3,ㄇㄢˇ,mj,mj,mj,mj,mj,mr,uk,,uk,
𩛏,人戈土女,wvfv,wyvv,,,shi4,ㄕˋ,ui,ui,ui,ui,vi,ii,un,,un,
𩛑,人戈人十水,wvwc,wyvc,,,ti2,ㄊㄧˊ,ti,ti,ti,ti,ti,ti,uv,,uj,
𩛘,人戈廿金|重人戈廿金,wvaw,wyvw,,,gong1,ㄍㄨㄥ,gs,gs,gs,gs,gs,gh,ug,,ug,
𩛝,人戈月木戈,wvef,wyvf,,,lei4,ㄌㄟˋ,lw,lz,lz,lz,lq,lk,uc,,ul|uc,
𩛞,人戈月弓木,wveb,wyvb,,,bao3|nei3|piao3,ㄅㄠˇ|ㄋㄟˇ|ㄆㄧㄠˇ,bc|nw|pn,bk|nz|pc,bk|nz|pc,bk|nz|pc,bk|nq|pz,bq|nk|pb,uz,,uf,
𩛟,人戈弓日山,wvqq,wyvq,,,yuan1|man2,ㄩㄢ|ㄇㄢˊ,yr|mj,yr|mj,yr|mj,yr|mj,yp|mj,yl|mr,ue,,um,
𩛠,人戈人人土,wvwf,wyvf,,,zuo1,ㄗㄨㄛ,zo,zo,zo,zo,zo,zo,ur,,uz,
𩛡,人戈戈日女,wvyv,wyve,,,lang2|nang2,ㄌㄤˊ|ㄋㄤˊ,lh|nh,lh|nh,lh|nh,lh|nh,lh|nh,ls|ns,ul,,ul,
𩛢,人大人戈女,whtv,whte,,,xiu1,ㄒㄧㄡ,xq,xq,xq,xq,xr,xj,rg,,uy|yu,
𩛥,木戈弓手|木尸弓手,ftwg,ftwh,,,zai4,ㄗㄞˋ,zd,zl,zl,zl,zl,zp,cf,,uf|ue|ce,
𩛦,人戈口竹土|人戈口一土|人尸口竹土|人尸口一土,wvkg,wyvg,,,cheng4,ㄔㄥˋ,ig,ig,ig,ig,eg,at,uw,,ui,
𩛧,人戈日一十,wvjf,wyvf,,,jian1,ㄐㄧㄢ,jm,jm,jm,jm,jw,jf,ug,,uh,
𩛨,人戈竹日山,wvrq,wyvq,,,mao4,ㄇㄠˋ,mc,mk,mk,mk,mk,mq,ue,,um|ue,
𩛩,人戈大人人,wvdw,wyvw,,,jia2,ㄐㄧㄚˊ,jx,jw,jw,jw,jd,jx,ur,,uj,
𩛪,人戈竹尸弓|人戈戈尸弓|重人戈竹尸|重人戈戈尸,wvyn,wyvn,,,yu4,ㄩˋ,yu,yu,yu,yu,yu,yu,uv,,uq,
𩛭,人戈卜戈月|人尸卜戈月,wvye,wyve,,,yu4,ㄩˋ,yu,yu,yu,yu,yu,yu,uo,,uy,
𩛮,人戈人女人,wvww,wyvw,,,yi2,ㄧˊ,yi,yi,yi,yi,yi,yi,ur,,us,
𩛲,人戈廿卜女,wvan,wyvn,,,mang1,ㄇㄤ,mh,mh,mh,mh,mh,ms,uw,,um,
𩛳,木弓人戈女,swyv,smye,,,zai4|can1,ㄗㄞˋ|ㄘㄢ,zd|cj,zl|cj,zl|cj,zl|cj,zl|cj,zp|cr,mg,,uf|mu,
𩛵,人戈竹木尸,wvte,wyvl,,,zhui4,ㄓㄨㄟˋ,vv,vv,vv,vv,am,un,ul,,ul,
𩛶,人戈竹十口|重人戈竹十,wvrd,wyvd,,,ti2,ㄊㄧˊ,ti,ti,ti,ti,ti,ti,ug,,ug,
𩛹,人戈人弓土,wvrf,wyvf,,,xi4,ㄒㄧˋ,xi,xi,xi,xi,xi,xi,ut,,ut,
𩛺,人戈心火木,wvqo,wyvo,,,ju2,ㄐㄩˊ,ju,ju,ju,ju,ju,ju,um,,uj|um,
𩛻,尸水人女,niwv,niwe,,,zan4|zuan3|zhan1,ㄗㄢˋ|ㄗㄨㄢˇ|ㄓㄢ,zj|zr|vj,zj|zr|vj,zj|zr|vj,zj|zr|vj,zj|zp|aj,zr|zl|ur,ug,,uu,
𩛼,人戈弓一水|人戈女弓水,wvvi,wyvi,,,lu4,ㄌㄨˋ,lu,lu,lu,lu,lu,lu,uu,,ul,
𩛽,人戈心人山,wvqb,wyvm,,,tao2,ㄊㄠˊ,tc,tk,tk,tk,tk,tq,uf,,ut|uf,
𩜀,人戈竹十一,wvta,wyvf,,,zhui4|dui1,ㄓㄨㄟˋ|ㄉㄨㄟ,vv|dv,vv|dv,vv|dv,vv|dv,am|dm,un|dn,ut,,ui,
𩜁,人戈土金水,wvft,wyvt,,,ling2,ㄌㄧㄥˊ,lk,l;,ly,l;,ly,l;,uw,,ul,
𩜃,人戈月一金,wvhw,wyvw,,,ju4,ㄐㄩˋ,ju,ju,ju,ju,ju,ju,ub,,uj,
𩜆,人戈女戈弓,wvxw,wyvm,,,ji1,ㄐㄧ,ji,ji,ji,ji,ji,ji,uj,,ud,
𩜇,人戈火手山,wvub,wyvb,,,juan3|juan4,ㄐㄩㄢˇ|ㄐㄩㄢˋ,jr,jr,jr,jr,jp,jl,uv,,uj,
𩜊,人戈女女田,wvvl,wyvl,,,zi1,ㄗ,zi,zi,zi,zi,zi,zi,ut,,uz,
𩜌,人戈十弓山,wvpb,wyvb,,,yue1,ㄩㄝ,yt,yt,yt,yt,ym,yn,uv,,uw,
𩜍,人戈木田,wvsj,wyvi,,,dong1,ㄉㄨㄥ,ds,ds,ds,ds,ds,dh,ud,,ud,
𩜒,弓尸廿金女|弓尸廿人女,bugv,eude,,,nang3,ㄋㄤˇ,nh,nh,nh,nh,nh,ns,ng,,ny,
𩜖,人戈山弓火,wvmi,wyvi,,,chong2,ㄔㄨㄥˊ,is,is,is,is,es,ah,ux,,ue,
𩜟,人戈日竹中,wvjb,wyvb,,,ang4,ㄤˋ,ah,oh,ah,oh,oh,os,ue,,ua,
𩜣,人戈廿十木,wvuf,wyvw,,,geng1,ㄍㄥ,gg,gg,gg,gg,gg,gt,uw,,uw,
𩜥,水水人戈女,ibwv,ihce,,,bo1,ㄅㄛ,bo,bo,bo,bo,bo,bo,dg,,bu|ub,
𩜦,人戈十一人,wvph,wyvh,,,ding4,ㄉㄧㄥˋ,dk,d;,dy,d;,dy,d;,uz,,ud,
𩜧,人戈尸竹弓,wvnw,wyvm,,,wei3,ㄨㄟˇ,ww,wz,wz,wz,wq,wk,uj,,uj,
𩜬,尸水人戈女,ahnv,ahne,,,quan2,ㄑㄩㄢˊ,qr,qr,qr,qr,qp,ql,ig,,uq|uy|iu,
𩜭,人戈竹木十,wvtf,wyvf,,,ke1,ㄎㄜ,ke,ke,ke,ke,ke,ke,ud,,uk,
𩜰,人戈一口田,wvgl,wyvl,,,pi4,ㄆㄧˋ,pi,pi,pi,pi,pi,pi,ut,,uf|ut,
𩜱,人戈廿一女,wvdn,wyvn,,,kan3|san3,ㄎㄢˇ|ㄙㄢˇ,kj|sj,kj|sj,kj|sj,kj|sj,kj|sj,kr|sr,ub,,uu,
𩜲,人戈人日水|人尸人日水,wvtt,wyvt,,,fu2,ㄈㄨˊ,fu,fu,fu,fu,fu,fu,uw,,uf,
𩜳,人戈弓月尸,wvce,wyvl,,,yong3,ㄩㄥˇ,ys,ys,ys,ys,ys,yh,ul,,uy,
𩜵,人戈山一月,wvmj,wyvj,,,tuan2,ㄊㄨㄢˊ,tr,tr,tr,tr,tp,tl,ue,,ud,
𩜶,人戈人一弓|人戈人一女|人尸人一弓|人尸人一女,wvwj,wyvj,,,tou3,ㄊㄡˇ,tz,tb,tb,tb,tb,tz,ud,,uy,
𩜷,人戈弓竹木,wvcs,wyvs,,,you4|niu4,ㄧㄡˋ|ㄋㄧㄡˋ,yz|nq,yb|nq,yb|nq,yb|nq,yb|nr,yz|nj,um,,ur,
𩜸,戈大人戈女|一大人戈女|重重一大人,pytv,pyte,,,yao1,ㄧㄠ,yc,yk,yk,yk,yk,yq,pg,,uy|uu,
𩜺,人戈心卜口,wvqy,wyvy,,,ye1,ㄧㄝ,ye,ye,ye,ye,ye,ye,uk,,uh,
𩜽,人戈卜竹竹|人戈卜大竹,wvue,wyve,,,yan4,ㄧㄢˋ,yj,yj,yj,yj,yj,yr,up,,uy,
𩝈,人戈戈竹口,wvdk,wyvt,,,xian2,ㄒㄧㄢˊ,xm,xm,xm,xm,xw,xf,uk,,ux,
𩝊,人戈日一人,wvjh,wyvh,,,ti2,ㄊㄧˊ,ti,ti,ti,ti,ti,ti,uz,,uu,
𩝌,人戈廿心人,wvue,wyve,,,sui4,ㄙㄨㄟˋ,sv,sv,sv,sv,sm,sn,uu,,us|uu,
𩝐,人戈廿女戈,wvux,wyvx,,,ci2,ㄘˊ,ci,ci,ci,ci,ci,ci,uy,,uz,
𩝔,人戈弓人月,wvne,wyve,,,xu3,ㄒㄩˇ,xu,xu,xu,xu,xu,xu,uo,,ux,
𩝕,弓大人戈女|重弓大人戈,cnhv,cbte,,,wu4,ㄨˋ,wu,wu,wu,wu,wu,wu,mg,,uw|mu,
𩝖,女弓人戈女,vgqv,vgqe,,,can1,ㄘㄢ,cj,cj,cj,cj,cj,cr,vg,,uy|ud,
𩝗,人戈一月金,wvdm,wyvm,,,yu4,ㄩˋ,yu,yu,yu,yu,yu,yu,uy,,uy,
𩝚,人戈山一戈,wvbj,wyvj,,,chan3,ㄔㄢˇ,ij,ij,ij,ij,ej,ar,ui,,ui,
𩝛,人戈十手口|人尸十手口,wvpk,wyvk,,,xia2,ㄒㄧㄚˊ,xx,xw,xw,xw,xd,xx,uk,,uh,
𩝝,人戈卜口月,wvyk,wyvk,,,kao4|gao1,ㄎㄠˋ|ㄍㄠ,kc|gc,kk|gk,kk|gk,kk|gk,kk|gk,kq|gq,uk,,ug,
𩝞,人戈人戈口|人戈人一口,wvwk,wyvk,,,cang1,ㄘㄤ,ch,ch,ch,ch,ch,cs,uk,,uc,
𩝟,人戈竹十難|人戈一十難|人尸竹十難|人尸一十難,wvte,wyvv,,,cha1,ㄔㄚ,ia,ia,ia,ia,ea,aa,uj,,ui|uj,
𩝠,人戈竹山大,wvtd,wyvd,,,qiu3,ㄑㄧㄡˇ,qq,qq,qq,qq,qr,qj,uq,,ui,
𩝣,人戈日尸一,wvjn,wyvn,,,da1,ㄉㄚ,da,da,da,da,da,da,ux,,ut|uy,
𩝥,人戈手一火,wvgi,wyvi,,,su4,ㄙㄨˋ,su,su,su,su,su,su,ux,,us,
𩝨,人戈廿中心,wvax,wyvx,,,hua1,ㄏㄨㄚ,hx,hw,hw,hw,hd,hx,ub,,uu|ua,
𩝷,人戈竹口火|人尸竹口火,wvqo,wyvo,,,wu1,ㄨ,wu,wu,wu,wu,wu,wu,uh,,uw,
𩝸,人戈月弓戈,wvpy,wyvy,,,yuan1,ㄩㄢ,yr,yr,yr,yr,yp,yl,ut,,uy,
𩝽,人戈弓戈戈|人戈弓口戈,wvxj,wyvj,,,jiang4,ㄐㄧㄤˋ,jl,jd,jd,jd,jt,jg,ui,,uq,
𩝾,人戈卜金月,wvyk,wyvk,,,xiang3,ㄒㄧㄤˇ,xl,xd,xd,xd,xt,xg,uk,,uu,
𩝿,人戈卜金月|重人戈卜金,wvyd,wyvd,,,zhai1,ㄓㄞ,vd,vl,vl,vl,al,up,ug,,ud|ug,
𩞀,人戈戈戈竹,wvce,wyve,,,san3|chen3|can4,ㄙㄢˇ|ㄔㄣˇ|ㄘㄢˋ,sj|if|cj,sj|if|cj,sj|if|cj,sj|if|cj,sj|ef|cj,sr|aw|cr,up,,uc,
𩞁,戈金人戈女|戈木人戈女,ossv,yfje,,,mo2|mi2,ㄇㄛˊ|ㄇㄧˊ,mo|mi,mo|mi,mo|mi,mo|mi,mo|mi,mo|mi,gg,,um|mu,
𩞃,人戈人日竹,wvtr,wyvr,,,shang3|xiang3,ㄕㄤˇ|ㄒㄧㄤˇ,uh|xl,uh|xd,uh|xd,uh|xd,vh|xt,is|xg,uw,,uu|uw,
𩞄,人戈廿田日,wvgj,wyvj,,,cao2,ㄘㄠˊ,cc,ck,ck,ck,ck,cq,uo,,uc,
𩞅,人戈山人土,wvmy,wyvy,,,sui1,ㄙㄨㄟ,sv,sv,sv,sv,sm,sn,uv,,uc,
𩞆,人戈竹人人,wvth,wyvh,,,chuang2,ㄔㄨㄤˊ,il,id,id,id,et,ag,uz,,uc,
𩞇,戈心人戈女|重戈心人戈,oxxv,ynje,,,mi2,ㄇㄧˊ,mi,mi,mi,mi,mi,mi,lg,,ul|lu,
𩞈,人戈卜一人,wvgp,wyvp,,,zhu2,ㄓㄨˊ,vu,vu,vu,vu,au,uu,uu,,uv,
𩞉,人戈山十火,wvmi,wyvi,,,chong2,ㄔㄨㄥˊ,is,is,is,is,es,ah,uu,,ui,
𩞊,人戈日戈山|人戈竹心山|人戈竹尸山|人尸日戈山|人尸竹心山|人尸竹尸山,wvvq,wyvq,,,ji4,ㄐㄧˋ,ji,ji,ji,ji,ji,ji,uw,,uj,
𩞋,人戈戈中月,wvoh,wyvh,,,chong2,ㄔㄨㄥˊ,is,is,is,is,es,ah,uo,,uy,
𩞙,人戈卜十十|重人戈卜十,wvlp,wyvp,,,lian2,ㄌㄧㄢˊ,lm,lm,lm,lm,lw,lf,ui,,ul,
𩞞,人口一山山,wvkq,wyvq,,,hai4,ㄏㄞˋ,hd,hl,hl,hl,hl,hp,uw,,uj,
𩞤,重卜大人戈|卜大人戈女,ybtv,ybte,,,dun1,ㄉㄨㄣ,dy,dp,dp,dp,dn,dm,wg,,ud|du,
𩞥,人戈火月大,wvit,wyvt,,,xiang3,ㄒㄧㄤˇ,xl,xd,xd,xd,xt,xg,uw,,ui,
𩞦,人戈火月手,wvir,wyvr,,,cheng1,ㄔㄥ,ig,ig,ig,ig,eg,at,uu,,uv,
𩞧,人戈弓日人,wvqe,wyve,,,shang3,ㄕㄤˇ,uh,uh,uh,uh,vh,is,uu,,ux,
𩞨,一竹木女|重一竹木女,dttv,dtte,,,li4,ㄌㄧˋ,li,li,li,li,li,li,ig,,ul|uh|iu,
𩞩,人戈廿中金|人戈廿一金|人尸廿中金|人尸廿一金,wvaw,wyvw,,,huang2,ㄏㄨㄤˊ,hl,hd,hd,hd,ht,hg,ub,,uh,
𩞬,人戈弓人廿,wvwu,wyvu,,,deng4,ㄉㄥˋ,dg,dg,dg,dg,dg,dt,ub,,ud,
𩞯,人戈日一土,wvjf,wyvf,,,liang2,ㄌㄧㄤˊ,ll,ld,ld,ld,lt,lg,,,,
𩞶,人戈廿弓人,wvag,wyvw,,,za1,ㄗㄚ,za,za,za,za,za,za,uf,,uf,
𩞺,月人人戈女,mfkv,mfke,,,huo4,ㄏㄨㄛˋ,ho,ho,ho,ho,ho,ho,kg,,uv,
𩞻,人戈火木手,wvog,wyvh,,,lin2,ㄌㄧㄣˊ,lb,ln,ln,ln,lc,ly,uf,,ul|ui,
